Department,Department_Division,PCN,Position_Title,FLSA_Status,Initial_Hire_Date,Date_in_Title,Salary
PWD,PWD 332 WM Bureau of Waste Collection,B.003665.2     ,Waste Management Route Supervisor,Non Exempt,2000-03-31,2014-12-22,59448.74
PWD,PWD 332 WM Bureau of Waste Collection,B.001289.1     ,Waste Management Operator IV,Non Exempt,2000-03-01,2008-02-16,58349.2
PWD,PWD 332 WM Bureau of Waste Collection,B.003775.1     ,Waste Management Operator I,Non Exempt,2021-03-11,2021-03-11,30326.4
PWD,PWD 332 WM Bureau of Waste Collection,B.001964.1     ,Waste Management Operator II,Non Exempt,2018-06-21,2018-06-21,37830.26
PWD,PWD 332 WM Bureau of Waste Collection,B.004194.1     ,Waste Management Operator II,Non Exempt,2020-02-27,2020-02-27,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.001725.1     ,Superintendent of Waste Collection,Exempt,2003-03-16,2018-07-05,76495.38
PWD,PWD 332 WM Bureau of Waste Collection,B.001582.1     ,Waste Management Operator IV,Non Exempt,1988-12-01,2005-12-01,58307.6
PWD,PWD 332 WM Bureau of Waste Collection,B.001221.1     ,Waste Management Operator IV,Non Exempt,2001-02-16,2012-11-01,54584.4
PWD,PWD 332 WM Bureau of Waste Collection,B.003163.1     ,Waste Management Operator IV,Non Exempt,2018-04-12,2018-04-12,44163.6
PWD,PWD 332 WM Bureau of Waste Collection,B.005060.1     ,Waste Management Operator II,Non Exempt,2020-01-13,2020-03-26,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.006340.1     ,Waste Management Operator IV,Non Exempt,1974-06-13,2019-07-18,60450
PWD,PWD 332 WM Bureau of Waste Collection,B.005057.1     ,Waste Management Operator IV,Non Exempt,1995-08-16,2002-02-16,59534.8
PWD,PWD 332 WM Bureau of Waste Collection,B.004265.1     ,Waste Management Operator IV,Non Exempt,1989-10-16,2010-06-16,54480.4
PWD,PWD 332 WM Bureau of Waste Collection,B.001424.1     ,Waste Management Operator II,Non Exempt,2020-01-13,2020-03-26,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.001473.1     ,Waste Management Operator IV,Non Exempt,2018-01-18,2018-01-18,45931.6
PWD,PWD 332 WM Bureau of Waste Collection,B.003739.1     ,Waste Management Operator III,Non Exempt,2015-10-22,2021-01-14,43316
PWD,PWD 332 WM Bureau of Waste Collection,B.003160.1     ,Waste Management Operator IV,Non Exempt,1999-12-29,2010-06-16,51402
PWD,PWD 332 WM Bureau of Waste Collection,B.004258.1     ,Waste Management Operator IV,Non Exempt,1986-04-16,2004-08-01,58266
PWD,PWD 332 WM Bureau of Waste Collection,B.003173.1     ,Waste Management Operator II,Non Exempt,2021-01-04,2021-03-25,35152
PWD,PWD 332 WM Bureau of Waste Collection,B.002592.1     ,Waste Management Operator IV,Non Exempt,2004-10-01,2010-06-16,54605.2
PWD,PWD 332 WM Bureau of Waste Collection,B.001101.1     ,Waste Management Operator IV,Non Exempt,2003-09-16,2009-02-01,55562
PWD,PWD 332 WM Bureau of Waste Collection,B.001282.1     ,Waste Management Operator IV,Non Exempt,1994-10-16,2004-08-01,58016.4
PWD,PWD 332 WM Bureau of Waste Collection,B.001534.1     ,Waste Management Operator IV,Non Exempt,2002-01-19,2010-06-16,54688.4
PWD,PWD 332 WM Bureau of Waste Collection,B.006335.1     ,Waste Management Operator IV,Non Exempt,2006-05-16,2013-04-16,50133.2
PWD,PWD 332 WM Bureau of Waste Collection,B.002420.1     ,Waste Management Operator III,Non Exempt,2013-11-01,2021-01-14,45437.6
PWD,PWD 332 WM Bureau of Waste Collection,B.002850.1     ,Waste Management Operator II,Non Exempt,2018-03-01,2020-08-13,37019.06
PWD,PWD 332 WM Bureau of Waste Collection,B.003867.1     ,Waste Management Operator II,Non Exempt,2019-01-17,2019-01-17,36998.26
PWD,PWD 332 WM Bureau of Waste Collection,B.002825.1     ,Waste Management Operator III,Non Exempt,2009-06-16,2019-07-18,45687.2
PWD,PWD 332 WM Bureau of Waste Collection,B.001756.1     ,Waste Management Operator IV,Non Exempt,2010-11-16,2016-02-22,48344.4
PWD,PWD 332 WM Bureau of Waste Collection,B.000274.1     ,Waste Management Operator II,Non Exempt,2021-01-04,2021-03-25,35152
PWD,PWD 332 WM Bureau of Waste Collection,B.000087.1     ,Waste Management Operator IV,Non Exempt,2004-09-16,2013-05-01,49550.8
PWD,PWD 332 WM Bureau of Waste Collection,B.004223.1     ,Waste Management Operator II,Non Exempt,2020-01-13,2020-03-26,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.001317.2     ,Waste Management Route Supervisor,Non Exempt,1986-05-01,2010-08-16,68933.54
PWD,PWD 332 WM Bureau of Waste Collection,B.003419.2     ,Equipment Maintenance Supervisor,Non Exempt,2015-08-22,2015-08-22,65659.62
PWD,PWD 332 WM Bureau of Waste Collection,B.001009.2     ,Clerk III,Non Exempt,1983-11-01,2002-07-01,42307.2
PWD,PWD 332 WM Bureau of Waste Collection,B.006343.1     ,Waste Management Operator III,Non Exempt,2015-10-22,2021-05-06,45271.2
PWD,PWD 332 WM Bureau of Waste Collection,B.006336.1     ,Waste Management Operator IV,Non Exempt,2006-06-01,2012-01-01,51526.8
PWD,PWD 332 WM Bureau of Waste Collection,B.000989.1     ,Waste Management Operator II,Non Exempt,2018-06-21,2018-06-21,37830.26
PWD,PWD 332 WM Bureau of Waste Collection,B.003200.1     ,Waste Management Operator IV,Non Exempt,2018-03-29,2018-03-29,45931.6
PWD,PWD 332 WM Bureau of Waste Collection,B.003441.1     ,Waste Management Operator III,Non Exempt,2013-06-01,2019-07-18,45812
PWD,PWD 332 WM Bureau of Waste Collection,B.004102.2     ,Waste Management Route Supervisor,Non Exempt,2011-10-01,2019-02-28,59469.54
PWD,PWD 332 WM Bureau of Waste Collection,B.000956.1     ,Waste Management Operator IV,Non Exempt,2001-06-18,2012-11-01,48906
PWD,PWD 332 WM Bureau of Waste Collection,B.003624.1     ,Waste Management Operator IV,Non Exempt,2008-02-16,2019-07-18,44163.6
PWD,PWD 332 WM Bureau of Waste Collection,B.002519.2     ,Waste Management Operator II,Non Exempt,2020-01-13,2021-03-25,35152
PWD,PWD 332 WM Bureau of Waste Collection,B.001110.1     ,Waste Management Operator IV,Non Exempt,2009-12-16,2021-01-14,50091.6
PWD,PWD 332 WM Bureau of Waste Collection,B.003836.1     ,Waste Management Operator II,Non Exempt,2018-06-21,2018-06-21,37830.26
PWD,PWD 332 WM Bureau of Waste Collection,B.001460.1     ,Waste Management Operator II,Non Exempt,2010-11-16,2010-11-16,42156.66
PWD,PWD 332 WM Bureau of Waste Collection,B.001537.1     ,Waste Management Operator IV,Non Exempt,1987-03-16,2004-08-01,58016.4
PWD,PWD 332 WM Bureau of Waste Collection,B.000709.1     ,Waste Management Operator II,Non Exempt,2020-01-13,2020-03-26,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.001597.1     ,Waste Management Operator IV,Non Exempt,2018-10-25,2020-04-09,44163.6
PWD,PWD 332 WM Bureau of Waste Collection,B.000396.1     ,Waste Management Operator IV,Non Exempt,1988-06-20,2009-02-01,55582.8
PWD,PWD 332 WM Bureau of Waste Collection,B.006342.1     ,Waste Management Operator III,Non Exempt,2006-07-16,2011-05-16,48308
PWD,PWD 332 WM Bureau of Waste Collection,B.002416.1     ,Waste Management Operator II,Non Exempt,2020-01-13,2020-03-26,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.003217.1     ,Waste Management Operator II,Non Exempt,2015-10-22,2017-10-26,41137.46
PWD,PWD 332 WM Bureau of Waste Collection,B.003440.1     ,Waste Management Operator III,Non Exempt,2012-05-16,2016-09-22,46207.2
PWD,PWD 332 WM Bureau of Waste Collection,B.006341.1     ,Waste Management Operator IV,Non Exempt,2015-02-22,2021-01-14,50133.2
PWD,PWD 332 WM Bureau of Waste Collection,B.000916.2     ,Waste Management Operator III,Non Exempt,2017-09-14,2020-04-09,43503.2
PWD,PWD 332 WM Bureau of Waste Collection,B.000526.1     ,Waste Management Operator IV,Non Exempt,2003-09-16,2018-01-18,45931.6
PWD,PWD 332 WM Bureau of Waste Collection,B.002240.1     ,Waste Management Operator III,Non Exempt,2005-02-01,2015-12-07,49160.8
PWD,PWD 332 WM Bureau of Waste Collection,B.000508.1     ,Waste Management Operator IV,Non Exempt,1993-07-01,2001-11-16,59659.6
PWD,PWD 332 WM Bureau of Waste Collection,B.006346.1     ,Waste Management Operator I,Non Exempt,2021-03-11,2021-03-11,30326.4
PWD,PWD 332 WM Bureau of Waste Collection,B.000736.1     ,Waste Management Operator II,Non Exempt,2021-01-04,2021-03-25,35152
PWD,PWD 332 WM Bureau of Waste Collection,B.003952.1     ,Waste Management Operator II,Non Exempt,2016-06-22,2020-03-12,38183.86
PWD,PWD 332 WM Bureau of Waste Collection,B.001776.1     ,Waste Management Operator IV,Non Exempt,1987-03-09,1999-05-01,60450
PWD,PWD 332 WM Bureau of Waste Collection,B.001441.1     ,Waste Management Operator IV,Non Exempt,2005-12-01,2013-04-16,50133.2
PWD,PWD 332 WM Bureau of Waste Collection,B.000531.1     ,Waste Management Operator III,Non Exempt,2006-04-16,2017-11-23,45832.8
PWD,PWD 332 WM Bureau of Waste Collection,B.003983.1     ,Waste Management Operator IV,Non Exempt,1975-06-16,2009-02-01,60450
PWD,PWD 332 WM Bureau of Waste Collection,B.001834.1     ,Waste Management Operator IV,Non Exempt,2001-09-16,2006-07-16,58120.4
PWD,PWD 332 WM Bureau of Waste Collection,B.002111.1     ,Waste Management Operator II,Non Exempt,2020-01-13,2020-03-26,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.003855.1     ,Waste Management Operator IV,Non Exempt,1991-12-01,2001-11-16,58515.6
PWD,PWD 332 WM Bureau of Waste Collection,B.001038.1     ,Waste Management Operator III,Non Exempt,2018-03-01,2021-05-06,40008.8
PWD,PWD 332 WM Bureau of Waste Collection,B.001519.1     ,Waste Management Operator IV,Non Exempt,1996-07-01,2005-12-01,58307.6
PWD,PWD 332 WM Bureau of Waste Collection,B.005063.1     ,Waste Management Operator III,Non Exempt,1995-09-01,2012-11-16,56378.4
PWD,PWD 332 WM Bureau of Waste Collection,B.003020.1     ,Waste Management Operator IV,Non Exempt,1995-12-30,2019-07-18,50549.2
PWD,PWD 332 WM Bureau of Waste Collection,B.001010.3     ,Waste Management Operator I,Non Exempt,2021-03-11,2021-03-11,30326.4
PWD,PWD 332 WM Bureau of Waste Collection,B.003815.1     ,Waste Management Operator I,Non Exempt,2021-03-11,2021-03-11,30326.4
PWD,PWD 332 WM Bureau of Waste Collection,B.004074.1     ,Waste Management Operator IV,Non Exempt,2018-02-15,2018-02-15,45931.6
PWD,PWD 332 WM Bureau of Waste Collection,B.003256.2     ,Waste Management Route Supervisor,Non Exempt,2004-10-16,2017-04-27,59448.74
PWD,PWD 332 WM Bureau of Waste Collection,B.004142.1     ,Waste Management Operator II,Non Exempt,2020-01-13,2020-03-26,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.001353.1     ,Waste Management Operator III,Non Exempt,2011-10-01,2017-11-23,46124
PWD,PWD 332 WM Bureau of Waste Collection,B.001773.2     ,Safety Technician,Non Exempt,1996-10-16,2018-04-26,55567.2
PWD,PWD 332 WM Bureau of Waste Collection,B.004089.1     ,Waste Management Operator II,Non Exempt,2015-08-07,2017-12-21,39369.46
PWD,PWD 332 WM Bureau of Waste Collection,B.003762.1     ,Waste Management Operator II,Non Exempt,2019-10-24,2019-10-24,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.001176.1     ,Waste Management Operator II,Non Exempt,2015-08-07,2020-03-12,39743.86
PWD,PWD 332 WM Bureau of Waste Collection,B.000006.1     ,Waste Management Operator II,Non Exempt,2016-10-07,2021-03-25,36249.46
PWD,PWD 332 WM Bureau of Waste Collection,B.000930.1     ,Waste Management Operator IV,Non Exempt,1993-07-01,2010-06-16,50736.4
PWD,PWD 332 WM Bureau of Waste Collection,B.002044.1     ,Waste Management Operator III,Non Exempt,2014-10-22,2021-05-06,40008.8
PWD,PWD 332 WM Bureau of Waste Collection,B.001629.1     ,Waste Management Operator IV,Non Exempt,2015-08-07,2021-01-14,49821.2
PWD,PWD 332 WM Bureau of Waste Collection,B.002507.1     ,Waste Management Operator I,Non Exempt,2015-09-22,2021-03-11,30326.4
PWD,PWD 332 WM Bureau of Waste Collection,B.001186.2     ,Assistant Superintendent,Exempt,1986-05-16,2015-07-07,69846.4
PWD,PWD 332 WM Bureau of Waste Collection,B.003685.1     ,Waste Management Operator IV,Non Exempt,2003-09-01,2010-06-16,54730
PWD,PWD 332 WM Bureau of Waste Collection,B.003670.1     ,Waste Management Operator IV,Non Exempt,1981-10-16,1997-04-01,60450
PWD,PWD 332 WM Bureau of Waste Collection,B.005061.1     ,Waste Management Operator I,Non Exempt,2021-03-11,2021-03-11,30326.4
PWD,PWD 332 WM Bureau of Waste Collection,B.005062.1     ,Waste Management Operator II,Non Exempt,2021-01-04,2021-03-25,35152
PWD,PWD 333 WM Yard Debris and Hazardous Household Waste,B.003305.2     ,Heavy Equipment Operator,Non Exempt,2013-05-16,2013-05-16,49093.2
PWD,PWD 333 WM Yard Debris and Hazardous Household Waste,B.005884.4     ,Maintenance Worker,Non Exempt,2015-06-22,2019-09-26,26951.6
PWD,PWD 333 WM Yard Debris and Hazardous Household Waste,B.002497.3     ,General Supervisor,Non Exempt,2010-09-01,2010-09-01,57741.58
PWD,PWD 334 WM Recycling,B.003049.3     ,Administrative Technician,Non Exempt,1996-08-16,2011-01-01,46061.6
PWD,PWD 334 WM Recycling,B.002972.7     ,Media and Communications Coordinator II,Non Exempt,2016-08-07,2016-08-07,61364.42
PWD,PWD 334 WM Recycling,B.001735.3     ,Administrative Technician,Non Exempt,2012-05-18,2016-05-22,41381.6
PWD,PWD 502 Real Estate,B.001905,Real Estate Agent,Exempt,2020-12-03,2020-12-03,114000.12
PWD,PWD 502 Real Estate,B.002385.2     ,Right of Way Agent I,Non Exempt,1990-08-01,2005-11-01,63546.34
PWD,PWD 502 Real Estate,B.004583.2     ,Administrative Assistant,Non Exempt,2021-04-22,2021-04-22,35152
PWD,PWD 502 Real Estate,B.000624.5     ,Right of Way Agent Trainee,Non Exempt,2018-01-04,2018-01-04,41735.2
PWD,PWD 502 Real Estate,B.006348.1     ,Senior Right of Way Agent,Exempt,1999-09-16,2009-08-16,75275.98
PWD,PWD 502 Real Estate,B.002423.1     ,Right of Way Agent II,Exempt,2021-06-17,2021-06-17,57500.04
PWD,PWD 502 Real Estate,B.003041.3     ,Right of Way Agent II,Exempt,2021-04-22,2021-04-22,60964.8
PWD,PWD 502 Real Estate,B.002157.2     ,Right of Way Agent Trainee,Non Exempt,2020-06-18,2020-06-18,40008.8
PWD,PWD 510 Engineering Program Management,B.004456.1     ,Engineer IV,Exempt,1984-09-10,2005-11-16,123385.6
PWD,PWD 510 Engineering Program Management,B.002855,Administrative Specialist I,Non Exempt,1995-04-25,2008-10-16,53866.54
PWD,PWD 510 Engineering Program Management,B.000041.1     ,Administrative Analyst,Exempt,1985-08-16,2015-10-07,79123.2
PWD,PWD 510 Engineering Program Management,B.000431.1     ,Administrative Assistant,Non Exempt,2021-06-03,2021-06-03,37003.2
PWD,PWD 510 Engineering Program Management,B.004020,City Engineer,Exempt,1983-07-05,2018-07-05,140679.5
PWD,PWD 510 Engineering Program Management,B.002521,Administrative Technician,Non Exempt,2021-01-14,2021-01-14,37252.8
PWD,PWD 510 Engineering Program Management,B.004447.5     ,Engineer V,Exempt,2013-12-16,2016-05-22,120589.82
PWD,PWD 510 Engineering Program Management,B.004580.2     ,Engineer III,Exempt,2015-04-22,2020-01-16,79636.44
PWD,PWD 510 Engineering Program Management,B.006970.2     ,Engineer I,Exempt,2006-06-01,2007-02-01,74750.52
PWD,PWD 512 Surveys,B.001894,Survey Aide III,Non Exempt,2013-05-01,2019-10-10,41506.4
PWD,PWD 512 Surveys,B.003741,Survey Technician II,Non Exempt,2019-02-14,2019-02-14,64552.28
PWD,PWD 512 Surveys,B.003732,Survey Aide II,Non Exempt,2018-11-22,2018-11-22,36946.52
PWD,PWD 512 Surveys,B.002237.1     ,Survey Technician Field Supervisor,Non Exempt,2002-01-01,2019-05-23,68977.48
PWD,PWD 512 Surveys,B.000277.1     ,Survey Aide III,Non Exempt,2010-12-01,2016-05-07,43648.8
PWD,PWD 512 Surveys,B.003449.1     ,Survey Party Supervisor,Non Exempt,1978-01-16,2007-05-01,63045.58
PWD,PWD 512 Surveys,B.000520.1     ,Survey Aide III,Non Exempt,2011-01-01,2014-11-07,43815.2
PWD,PWD 512 Surveys,B.001930.1     ,Survey Party Supervisor,Non Exempt,2019-07-04,2019-07-04,52910.26
PWD,PWD 512 Surveys,B.002140,Survey Technician II,Non Exempt,1971-02-03,2000-09-01,72820.8
PWD,PWD 512 Surveys,B.001103,Survey Technician I,Non Exempt,2017-10-26,2017-10-26,46072
PWD,PWD 512 Surveys,B.001004,City Surveyor,Exempt,2005-02-16,2018-08-16,94674.84
PWD,PWD 512 Surveys,B.002947.1     ,Survey Party Supervisor,Non Exempt,1985-06-11,2016-03-22,61464.78
PWD,PWD 512 Surveys,B.000892,Survey Aide II,Non Exempt,2018-11-22,2018-11-22,36946.52
PWD,PWD 512 Surveys,B.003876.1     ,Survey Technician II,Non Exempt,2007-05-16,2013-07-16,65675.48
PWD,PWD 513 Engineering Technical Support,B.001695,Engineering Technician III,Non Exempt,1982-03-01,2005-01-01,76502.4
PWD,PWD 513 Engineering Technical Support,B.003756,Engineering Technician II,Non Exempt,2005-01-16,2016-07-07,58104.28
PWD,PWD 514 Traffic Engineering,B.004123,Engineer I,Exempt,2016-11-22,2016-11-22,70632.12
PWD,PWD 514 Traffic Engineering,B.001231,Engineer II,Exempt,1986-02-18,2008-08-01,96387.2
PWD,PWD 514 Traffic Engineering,B.000714,Engineer I,Exempt,2014-05-01,2016-12-22,81240.12
PWD,PWD 514 Traffic Engineering,B.001469,Traffic Technician II,Non Exempt,2002-03-01,2018-03-15,56710.68
PWD,PWD 514 Traffic Engineering,B.006967,Engineer I,Exempt,2003-02-01,2005-07-01,71505.72
PWD,PWD 514 Traffic Engineering,B.002567,Engineer IV,Exempt,2004-11-01,2019-07-04,104427.18
PWD,PWD 514 Traffic Engineering,B.004457,Engineer IV,Exempt,2016-07-22,2016-07-22,109835.18
PWD,PWD 514 Traffic Engineering,B.002219,Traffic Technician II,Non Exempt,2021-05-06,2021-05-06,53289.6
PWD,PWD 514 Traffic Engineering,B.001278,Engineer V,Exempt,2003-08-16,2019-01-03,125280.22
PWD,PWD 514 Traffic Engineering,B.001831.1     ,Traffic Technician I,Non Exempt,2007-08-16,2016-01-06,50690.38
PWD,PWD 514 Traffic Engineering,B.002967,Engineer I,Exempt,1985-08-01,2004-11-01,80366.52
PWD,PWD 514 Traffic Engineering,B.007201,Engineer I,Exempt,2018-02-15,2018-02-15,66804.92
PWD,PWD 514 Traffic Engineering,B.000841.2     ,Traffic Technician II,Non Exempt,2010-08-16,2021-06-03,54048.28
PWD,PWD 515 Transportation Program and Project Management,B.004036,Engineer I,Exempt,2007-05-16,2010-04-01,70944.12
PWD,PWD 515 Transportation Program and Project Management,B.001760,Engineer IV,Exempt,2006-01-01,2019-11-21,116033.58
PWD,PWD 515 Transportation Program and Project Management,B.006758.1     ,Engineer III,Exempt,2011-09-16,2011-09-16,90494.04
PWD,PWD 515 Transportation Program and Project Management,B.004912,Engineer V,Exempt,2004-07-01,2018-10-11,120985.02
PWD,PWD 515 Transportation Program and Project Management,B.006757.2     ,Engineer III,Exempt,2013-01-16,2017-07-06,79844.44
PWD,PWD 515 Transportation Program and Project Management,B.006349,Engineer III,Exempt,2020-04-09,2020-04-09,92178.84
PWD,PWD 515 Transportation Program and Project Management,B.006969,Senior Engineer III,Exempt,2009-07-01,2021-01-14,104745.68
PWD,PWD 515 Transportation Program and Project Management,B.006350,Engineer III,Exempt,2019-10-24,2019-10-24,89664.12
PWD,PWD 515 Transportation Program and Project Management,B.004581,Engineer III,Exempt,2018-01-04,2018-01-04,92698.84
PWD,PWD 515 Transportation Program and Project Management,B.006968,Engineer III,Exempt,2018-04-12,2018-04-12,89664.12
PWD,PWD 515 Transportation Program and Project Management,B.004029,Engineer IV,Exempt,2011-09-01,2016-01-22,108503.98
PWD,PWD 516 Engineering and Construction Management Services,B.007476,Construction Inspector II,Non Exempt,2019-01-03,2019-01-03,55328.78
PWD,PWD 516 Engineering and Construction Management Services,B.003699.5     ,Senior Engineer III,Exempt,2011-05-01,2019-11-21,87523.28
PWD,PWD 516 Engineering and Construction Management Services,B.004347,Construction Inspector III,Non Exempt,2003-02-01,2003-02-01,72820.8
PWD,PWD 516 Engineering and Construction Management Services,B.006351,Construction Inspector Supervisor,Non Exempt,1998-07-16,2014-05-22,78171.08
PWD,PWD 516 Engineering and Construction Management Services,B.003241,Construction Inspector III,Non Exempt,2015-05-22,2015-05-22,68077.88
PWD,PWD 516 Engineering and Construction Management Services,B.006760.2     ,Engineer III,Exempt,2016-09-07,2016-09-07,86105.24
PWD,PWD 516 Engineering and Construction Management Services,B.003047,Construction Inspector III,Non Exempt,2018-08-02,2020-01-30,52259.48
PWD,PWD 516 Engineering and Construction Management Services,B.006653,Inspections Coordinator I,Exempt,2012-03-16,2014-04-06,83304
PWD,PWD 516 Engineering and Construction Management Services,B.002867.3     ,Engineer IV,Exempt,1991-08-01,2009-07-01,112518.38
PWD,PWD 516 Engineering and Construction Management Services,B.007475,Construction Inspector III,Non Exempt,2018-01-04,2020-01-30,53445.08
PWD,PWD 516 Engineering and Construction Management Services,B.004910.1     ,Engineer V,Exempt,2014-05-22,2017-09-14,119799.42
PWD,PWD 516 Engineering and Construction Management Services,B.007474,Construction Inspector II,Non Exempt,2018-10-25,2018-10-25,47487.18
PWD,PWD 516 Engineering and Construction Management Services,B.003254,Construction Inspector III,Non Exempt,2016-07-27,2021-02-25,53445.08
PWD,PWD 516 Engineering and Construction Management Services,B.003616.1     ,Engineer IV,Exempt,2006-12-01,2017-10-12,114868.78
PWD,PWD 517 Coastal Program and Project Management,B.006759.3     ,Engineer IV,Exempt,1989-12-01,2015-01-07,112206.38
PWD,PWD 517 Coastal Program and Project Management,B.006971,Engineer III,Exempt,2018-09-27,2018-09-27,106343.64
PWD,PWD 517 Coastal Program and Project Management,B.002636.3     ,Engineer V,Exempt,1990-02-12,2007-09-01,126715.42
PWD,PWD 517 Coastal Program and Project Management,B.002553.1     ,Engineer III,Exempt,2009-05-16,2009-05-16,90182.04
PWD,PWD 517 Coastal Program and Project Management,B.006755,Senior Engineer III,Exempt,2012-05-16,2020-11-05,97385.86
PWD,PWD 518 Facilities Design and Construction,B.001014,Engineer III,Exempt,2017-08-17,2017-08-03,86854.04
PWD,PWD 518 Facilities Design and Construction,B.002169,Engineer III,Exempt,2015-09-22,2015-09-22,90514.84
PWD,PWD 518 Facilities Design and Construction,B.004450,Engineer II,Exempt,2019-02-28,2020-09-10,66977.56
PWD,PWD 518 Facilities Design and Construction,B.001313,Senior Engineer III,Exempt,2007-08-01,2019-11-21,105182.48
PWD,PWD 518 Facilities Design and Construction,B.000791,Architect,Exempt,2015-02-07,2015-02-07,95052.88
PWD,PWD 518 Facilities Design and Construction,B.000873,Engineer V,Exempt,2019-08-15,2019-08-15,103813.84
PWD,PWD 601 Operations Management Support,B.004232,Administrative Specialist II,Non Exempt,2005-09-01,2018-09-30,61133.54
PWD,PWD 601 Operations Management Support,B.001393,Clerk III,Non Exempt,2020-03-12,2020-03-12,29743.48
PWD,PWD 601 Operations Management Support,B.000314,Clerk III,Non Exempt,2013-09-16,2019-04-25,30450.68
PWD,PWD 601 Operations Management Support,B.001543,Account Clerk II,Non Exempt,1987-08-16,2005-02-16,46696
PWD,PWD 601 Operations Management Support,B.004911.1     ,Engineer V,Exempt,2007-10-16,2019-04-25,115556.22
PWD,PWD 601 Operations Management Support,B.001634,Administrative Technician,Non Exempt,2012-03-01,2018-10-25,36920
PWD,PWD 601 Operations Management Support,B.003149,Clerk III,Non Exempt,2015-04-16,2018-09-27,30450.68
PWD,PWD 601 Operations Management Support,B.001032,Account Clerk III,Non Exempt,2019-10-10,2019-10-10,36249.46
PWD,PWD 601 Operations Management Support,B.000075.1     ,Office Supervisor,Non Exempt,2001-10-16,2020-01-16,52811.2
PWD,PWD 603 Technical Services and Asset Management,B.005888.1     ,Engineering Technician II,Non Exempt,2016-04-22,2018-06-21,55192.28
PWD,PWD 603 Technical Services and Asset Management,B.006891.1     ,Senior Engineer III,Exempt,2008-09-16,2019-11-21,98672.08
PWD,PWD 603 Technical Services and Asset Management,B.001918.6     ,Technology Services Manager,Exempt,2014-07-07,2018-06-21,90105.6
PWD,PWD 603 Technical Services and Asset Management,B.005887,Engineering Aide III,Non Exempt,2008-10-16,2013-10-01,43919.2
PWD,PWD 603 Technical Services and Asset Management,B.001807,Business Application Specialist II,Exempt,2019-02-28,2019-02-28,56580.68
PWD,PWD 603 Technical Services and Asset Management,B.003462,Engineer IV,Exempt,2013-05-16,2016-06-07,109835.18
PWD,PWD 604 Infrastructure Maintenance Contracts,B.007478,Construction Inspector II,Non Exempt,2007-02-01,2016-03-22,61485.58
PWD,PWD 604 Infrastructure Maintenance Contracts,B.002715.1     ,Construction Inspector II,Non Exempt,1988-03-16,2011-04-16,65977.6
PWD,PWD 604 Infrastructure Maintenance Contracts,B.002294.1     ,Construction Inspector II,Non Exempt,2014-10-07,2017-06-07,53289.6
PWD,PWD 604 Infrastructure Maintenance Contracts,B.002515,Construction Inspector Supervisor,Non Exempt,2010-11-16,2016-12-07,75071.88
PWD,PWD 604 Infrastructure Maintenance Contracts,B.002484,Construction Inspector II,Non Exempt,2014-08-07,2014-08-07,51210.38
PWD,PWD 604 Infrastructure Maintenance Contracts,B.007477,Construction Inspector II,Non Exempt,1999-07-16,2019-01-03,57491.98
PWD,PWD 610 Infrastructure Maintenance Support,B.002927,Mechanic III,Non Exempt,2007-06-16,2011-11-01,54235.48
PWD,PWD 610 Infrastructure Maintenance Support,B.000836,Highway Administrative Supervisor,Exempt,1995-10-01,2012-11-16,81905.72
PWD,PWD 610 Infrastructure Maintenance Support,B.000530.2     ,Administrative Specialist II,Non Exempt,2020-10-22,2020-10-22,47278.4
PWD,PWD 610 Infrastructure Maintenance Support,B.007328,Storekeeper II,Non Exempt,2013-10-01,2017-10-12,36114.52
PWD,PWD 610 Infrastructure Maintenance Support,B.002102.1     ,Motor Equipment Operator III,Non Exempt,2012-06-01,2020-10-08,43919.2
PWD,PWD 610 Infrastructure Maintenance Support,B.002060,Equipment Maintenance Supervisor,Non Exempt,2014-05-01,2020-01-30,64344.8
PWD,PWD 610 Infrastructure Maintenance Support,B.003886.2     ,Storekeeper II,Non Exempt,2018-07-19,2018-07-19,35324.12
PWD,PWD 610 Infrastructure Maintenance Support,B.000640.1     ,Storekeeper III,Non Exempt,2019-04-25,2019-04-25,38864.8
PWD,PWD 610 Infrastructure Maintenance Support,B.003451.5     ,Motor Equipment Operator II,Non Exempt,2007-09-16,2020-10-08,37289.46
PWD,PWD 610 Infrastructure Maintenance Support,B.001056,Mechanic II,Non Exempt,1988-07-01,1988-07-01,62795.2
PWD,PWD 610 Infrastructure Maintenance Support,B.007329,Storekeeper Supervisor,Non Exempt,2005-07-16,2018-02-15,60928.4
PWD,PWD 610 Infrastructure Maintenance Support,B.000412.1     ,Storekeeper II,Non Exempt,2016-03-07,2016-03-07,37092.12
PWD,PWD 611 Street Maintenance,B.002650.1     ,Motor Equipment Operator III,Non Exempt,2001-05-17,2006-09-16,48287.2
PWD,PWD 611 Street Maintenance,B.003459.3     ,Motor Equipment Operator III,Non Exempt,2007-03-01,2019-10-24,47164
